using device: cpu
Loading pretrained GPT-2 model: gpt2
loaded 338025 tokens
1 epoch = 2640 batches
step 0, loss: 5.106705665588379
step 1597, loss: 3.3384532928466797
step 1598, loss: 3.5004546642303467
step 1599, loss: 3.4800961017608643
step 1600, loss: 4.075765132904053
step 1601, loss: 3.306720018386841
step 1602, loss: 4.319707870483398
step 1603, loss: 3.195638656616211
step 1604, loss: 2.564107656478882
step 1605, loss: 4.050211429595947
step 1606, loss: 3.8626551628112793
step 1607, loss: 4.257378578186035
step 1608, loss: 3.542560577392578
step 1609, loss: 3.244330406188965
step 1610, loss: 3.825209140777588
step 1611, loss: 2.892665147781372
step 1612, loss: 3.2642552852630615
step 1613, loss: 3.2949588298797607
step 1614, loss: 4.142164707183838
step 1615, loss: 3.0990662574768066
step 1616, loss: 3.034379243850708
step 1617, loss: 4.147481441497803
step 1618, loss: 4.190699100494385
step 1619, loss: 3.1618027687072754
step 1620, loss: 3.1365041732788086
step 1621, loss: 3.4399750232696533
step 1622, loss: 4.545562744140625
step 1623, loss: 4.141633033752441
step 1624, loss: 3.612645149230957
step 1625, loss: 3.5544731616973877
step 1626, loss: 3.4954030513763428
step 1627, loss: 4.033622741699219
step 1628, loss: 3.5594515800476074
step 1629, loss: 4.596317768096924
step 1630, loss: 4.853719711303711
step 1631, loss: 4.3600592613220215
step 1632, loss: 4.367802619934082
step 1633, loss: 3.8414034843444824
step 1634, loss: 2.921929121017456
step 1635, loss: 3.4323573112487793
step 1636, loss: 3.8370935916900635
step 1637, loss: 3.0795493125915527
step 1638, loss: 3.513660430908203
step 1639, loss: 3.497284173965454
step 1640, loss: 2.958723306655884
step 1641, loss: 3.645677328109741
step 1642, loss: 2.3589837551116943
step 1643, loss: 3.1959128379821777
step 1644, loss: 3.8308820724487305
step 1645, loss: 2.9086880683898926
step 1646, loss: 3.235720634460449
step 1647, loss: 2.8863627910614014
step 1648, loss: 3.134303569793701
step 1649, loss: 3.664750576019287
step 1650, loss: 4.278973579406738
step 1651, loss: 3.467172384262085
step 1652, loss: 3.4862656593322754
step 1653, loss: 5.024254322052002
step 1654, loss: 3.2694919109344482
step 1655, loss: 4.190279483795166
step 1656, loss: 4.315976142883301
step 1657, loss: 4.132534980773926
step 1658, loss: 4.1632914543151855
step 1659, loss: 4.374462127685547
step 1660, loss: 2.8695309162139893
step 1661, loss: 3.6347126960754395
step 1662, loss: 5.07472038269043
step 1663, loss: 5.001006603240967
step 1664, loss: 5.095470905303955
step 1665, loss: 5.002006530761719
step 1666, loss: 4.416806697845459
step 1667, loss: 5.252553462982178
step 1668, loss: 4.848891258239746
step 1669, loss: 4.759152412414551
step 1670, loss: 4.26510763168335
step 1671, loss: 4.477893352508545
step 1672, loss: 4.333444118499756
step 1673, loss: 4.326839923858643
step 1674, loss: 4.296018600463867
step 1675, loss: 4.781900882720947
step 1676, loss: 4.53188419342041
step 1677, loss: 3.829169511795044
step 1678, loss: 4.544305801391602
step 1679, loss: 3.9153785705566406
step 1680, loss: 4.467805862426758
step 1681, loss: 5.243114471435547
step 1682, loss: 4.078434944152832
step 1683, loss: 4.565701961517334
step 1684, loss: 3.9482414722442627
step 1685, loss: 4.82194709777832
step 1686, loss: 4.174631118774414
step 1687, loss: 4.57816219329834
step 1688, loss: 4.892731189727783
step 1689, loss: 3.792924404144287
step 1690, loss: 3.8003737926483154
step 1691, loss: 4.503911972045898
step 1692, loss: 3.4872384071350098
step 1693, loss: 4.495286464691162
step 1694, loss: 3.9626591205596924
step 1695, loss: 4.157662868499756
step 1696, loss: 4.684443950653076
step 1697, loss: 4.817289352416992
step 1698, loss: 4.976292133331299
step 1699, loss: 3.5890352725982666
step 1700, loss: 4.605713844299316
step 1701, loss: 4.309084892272949
step 1702, loss: 4.6203718185424805
step 1703, loss: 4.035244464874268
step 1704, loss: 3.4345345497131348
step 1705, loss: 4.907566547393799
step 1706, loss: 3.557873249053955
step 1707, loss: 4.1239399909973145
step 1708, loss: 4.090895652770996
step 1709, loss: 4.279356002807617
step 1710, loss: 3.854407548904419
step 1711, loss: 2.8914666175842285
step 1712, loss: 4.358354091644287
step 1713, loss: 4.289380073547363
step 1714, loss: 4.306107044219971
step 1715, loss: 4.598341941833496
step 1716, loss: 3.7659621238708496
step 1717, loss: 3.0870566368103027
step 1718, loss: 3.727384567260742
step 1719, loss: 3.9972264766693115
step 1720, loss: 2.8388190269470215
step 1721, loss: 3.8946499824523926
step 1722, loss: 4.71946907043457
step 1723, loss: 3.9761078357696533
step 1724, loss: 3.3523736000061035
step 1725, loss: 4.943288326263428
step 1726, loss: 3.7103381156921387
step 1727, loss: 4.909368515014648
step 1728, loss: 4.052816390991211
step 1729, loss: 4.550168991088867
step 1730, loss: 3.6851513385772705
step 1731, loss: 3.6286416053771973
step 1732, loss: 3.8748135566711426
step 1733, loss: 4.424833297729492
step 1734, loss: 4.009310245513916
step 1735, loss: 4.491117000579834
step 1736, loss: 4.074754238128662
step 1737, loss: 4.6790289878845215
step 1738, loss: 3.93405818939209
step 1739, loss: 3.9582605361938477
step 1740, loss: 4.056864261627197
step 1741, loss: 4.2762250900268555
step 1742, loss: 4.306661605834961
step 1743, loss: 4.468788146972656
step 1744, loss: 3.684804677963257
step 1745, loss: 3.5403764247894287
step 1746, loss: 3.9781672954559326
step 1747, loss: 4.024982929229736
step 1748, loss: 3.909764528274536
step 1749, loss: 4.011043071746826
step 1750, loss: 2.875783920288086
step 1751, loss: 3.5035674571990967
step 1752, loss: 3.5395050048828125
step 1753, loss: 3.874788761138916
step 1754, loss: 3.900693893432617
step 1755, loss: 3.52898907661438
step 1756, loss: 4.007696151733398
step 1757, loss: 4.5420050621032715
step 1758, loss: 3.4611330032348633
step 1759, loss: 3.8788344860076904
step 1760, loss: 3.6005332469940186
step 1761, loss: 4.042022228240967
step 1762, loss: 3.5841619968414307
step 1763, loss: 4.169046401977539
step 1764, loss: 3.5417447090148926
step 1765, loss: 4.434978485107422
step 1766, loss: 4.773306846618652
step 1767, loss: 3.816502094268799
step 1768, loss: 4.5769500732421875
step 1769, loss: 4.631963729858398
step 1770, loss: 4.795139789581299
step 1771, loss: 4.011898994445801
step 1772, loss: 4.497737884521484
step 1773, loss: 4.413944721221924
step 1774, loss: 4.43413782119751
step 1775, loss: 3.599487066268921
step 1776, loss: 4.254575729370117
step 1777, loss: 3.3987324237823486
step 1778, loss: 4.365509986877441
step 1779, loss: 4.862760066986084
step 1780, loss: 4.476467609405518
step 1781, loss: 3.6675474643707275
step 1782, loss: 3.201237201690674
step 1783, loss: 2.7210114002227783
step 1784, loss: 3.777276039123535
step 1785, loss: 4.700158596038818
step 1786, loss: 4.688767910003662
step 1787, loss: 5.4728827476501465
step 1788, loss: 4.89219856262207
step 1789, loss: 4.089217662811279
step 1790, loss: 4.35177755355835
step 1791, loss: 3.383312702178955
step 1792, loss: 3.7555205821990967
step 1793, loss: 4.1139817237854
step 1794, loss: 4.35020112991333
step 1795, loss: 3.6883652210235596
step 1796, loss: 4.9594807624816895
step 1797, loss: 4.842873573303223
step 1798, loss: 4.571622848510742
step 1799, loss: 4.711950778961182
step 1800, loss: 5.5037007331848145
step 1801, loss: 4.844646453857422
step 1802, loss: 3.9894134998321533
step 1803, loss: 4.814039707183838
step 1804, loss: 4.57544469833374
step 1805, loss: 4.697498798370361
step 1806, loss: 4.273347854614258
step 1807, loss: 3.968597173690796
step 1808, loss: 4.8038010597229
step 1809, loss: 4.942145347595215
step 1810, loss: 5.0786356925964355
step 1811, loss: 4.28194522857666
step 1812, loss: 4.545538425445557
step 1813, loss: 5.023248195648193
step 1814, loss: 4.230413436889648
step 1815, loss: 4.075809001922607
step 1816, loss: 4.0729451179504395
step 1817, loss: 4.856351852416992
step 1818, loss: 4.988836765289307
step 1819, loss: 5.405519962310791
step 1820, loss: 4.982843399047852
step 1821, loss: 4.902467250823975
step 1822, loss: 3.9083614349365234
step 1823, loss: 3.52346134185791
step 1824, loss: 2.955436944961548
step 1825, loss: 3.818349838256836
step 1826, loss: 4.32371187210083
step 1827, loss: 4.292875289916992
step 1828, loss: 3.150519847869873
step 1829, loss: 3.9114925861358643
step 1830, loss: 4.927152633666992
step 1831, loss: 4.770104885101318
step 1832, loss: 4.582746982574463
step 1833, loss: 4.636335372924805
step 1834, loss: 3.8256657123565674
step 1835, loss: 4.411146640777588
step 1836, loss: 4.66691255569458
step 1837, loss: 4.136537075042725
step 1838, loss: 4.454726696014404
step 1839, loss: 4.234221458435059
step 1840, loss: 4.702349662780762
step 1841, loss: 4.742627143859863
step 1842, loss: 5.101099491119385
step 1843, loss: 3.8632442951202393
step 1844, loss: 4.232033729553223
step 1845, loss: 4.130611419677734
step 1846, loss: 3.897416830062866
step 1847, loss: 3.5633461475372314
step 1848, loss: 3.93237566947937
step 1849, loss: 4.947783470153809
step 1850, loss: 5.300245761871338
step 1851, loss: 4.479167461395264
step 1852, loss: 3.8686389923095703
step 1853, loss: 5.078954219818115
step 1854, loss: 3.97860050201416
step 1855, loss: 4.496209621429443
step 1856, loss: 3.439645528793335
step 1857, loss: 3.555453062057495
step 1858, loss: 4.014534950256348
step 1859, loss: 3.806464910507202
step 1860, loss: 3.341094493865967
step 1861, loss: 2.864633798599243
step 1862, loss: 2.7042317390441895
step 1863, loss: 4.537848472595215
step 1864, loss: 4.240298748016357
step 1865, loss: 4.091999530792236
step 1866, loss: 3.8534555435180664
step 1867, loss: 4.573892593383789
step 1868, loss: 4.368469715118408
step 1869, loss: 3.729868173599243
step 1870, loss: 3.539781332015991
step 1871, loss: 3.257795810699463
step 1872, loss: 3.987076759338379
step 1873, loss: 3.945329189300537
step 1874, loss: 2.570592164993286
step 1875, loss: 4.171372413635254
step 1876, loss: 4.777200698852539
step 1877, loss: 4.583169937133789
step 1878, loss: 3.9273061752319336
step 1879, loss: 4.385992527008057
step 1880, loss: 3.793640613555908
step 1881, loss: 3.5521438121795654
step 1882, loss: 4.35752010345459
step 1883, loss: 4.328475475311279
step 1884, loss: 3.89709210395813
step 1885, loss: 3.389646053314209
step 1886, loss: 4.279075622558594
step 1887, loss: 3.8319225311279297
step 1888, loss: 4.295835494995117
step 1889, loss: 3.7960662841796875
step 1890, loss: 3.9751694202423096
step 1891, loss: 3.7107362747192383
step 1892, loss: 3.5136287212371826
step 1893, loss: 3.675581455230713
step 1894, loss: 5.558213233947754
step 1895, loss: 5.123699188232422
step 1896, loss: 4.096446514129639
step 1897, loss: 2.867234230041504
step 1898, loss: 4.220346450805664
step 1899, loss: 3.363956928253174
step 1900, loss: 3.5054306983947754
step 1901, loss: 2.523087739944458
step 1902, loss: 4.987675666809082
step 1903, loss: 3.97619891166687
step 1904, loss: 3.7315003871917725
step 1905, loss: 3.310948610305786
step 1906, loss: 3.6153857707977295
step 1907, loss: 4.0677385330200195
step 1908, loss: 4.384264945983887
step 1909, loss: 3.3866710662841797
step 1910, loss: 3.626985788345337
step 1911, loss: 3.52337384223938
step 1912, loss: 4.469731330871582
step 1913, loss: 4.1162495613098145
step 1914, loss: 5.150106430053711
step 1915, loss: 4.391594409942627
step 1916, loss: 3.014254331588745
step 1917, loss: 3.299788475036621
step 1918, loss: 3.7020201683044434
step 1919, loss: 4.338705539703369
step 1920, loss: 4.482752799987793
step 1921, loss: 3.910128116607666
step 1922, loss: 4.3665900230407715
step 1923, loss: 4.498601913452148
step 1924, loss: 4.28736686706543
step 1925, loss: 4.215439319610596
step 1926, loss: 4.22429084777832
step 1927, loss: 3.2373037338256836
step 1928, loss: 3.730323553085327
step 1929, loss: 3.937493324279785
step 1930, loss: 4.385696887969971
step 1931, loss: 3.9795687198638916
step 1932, loss: 3.7075183391571045
step 1933, loss: 4.53385066986084
step 1934, loss: 4.413722038269043
step 1935, loss: 4.573367595672607
step 1936, loss: 4.197123050689697
step 1937, loss: 4.545747756958008
step 1938, loss: 4.249222278594971
step 1939, loss: 4.08671760559082
step 1940, loss: 3.9205899238586426
step 1941, loss: 2.918764352798462
step 1942, loss: 4.200781345367432
step 1943, loss: 3.5923945903778076
step 1944, loss: 3.706423044204712
step 1945, loss: 4.568185806274414
step 1946, loss: 4.811176300048828
step 1947, loss: 4.468579292297363
step 1948, loss: 4.3152995109558105
step 1949, loss: 4.904822826385498
step 1950, loss: 4.788809776306152
step 1951, loss: 4.522418975830078
step 1952, loss: 4.610086917877197
step 1953, loss: 4.646368503570557
step 1954, loss: 4.899321556091309
step 1955, loss: 4.513829708099365
step 1956, loss: 4.595536231994629
step 1957, loss: 4.326501846313477
step 1958, loss: 3.1649415493011475
step 1959, loss: 3.28519344329834
step 1960, loss: 3.0907235145568848
step 1961, loss: 3.3356192111968994
step 1962, loss: 3.7747998237609863
step 1963, loss: 4.120743751525879
step 1964, loss: 4.5863847732543945
step 1965, loss: 3.755556583404541
step 1966, loss: 4.37576961517334
step 1967, loss: 4.098357200622559
step 1968, loss: 3.3005223274230957
step 1969, loss: 3.7145674228668213
step 1970, loss: 3.8800618648529053
step 1971, loss: 3.7933311462402344
step 1972, loss: 3.6206064224243164
step 1973, loss: 4.7666544914245605
step 1974, loss: 3.2778851985931396
step 1975, loss: 3.9910671710968018
step 1976, loss: 4.74428653717041
step 1977, loss: 3.8437817096710205
step 1978, loss: 4.199256420135498
step 1979, loss: 4.735333442687988
step 1980, loss: 4.846710681915283
step 1981, loss: 4.4306745529174805
step 1982, loss: 5.068162441253662
step 1983, loss: 4.359621524810791
step 1984, loss: 3.974388837814331
step 1985, loss: 4.3208842277526855
step 1986, loss: 3.440865993499756
step 1987, loss: 4.333793640136719
step 1988, loss: 3.9709737300872803
step 1989, loss: 3.712111234664917
step 1990, loss: 4.400705337524414
step 1991, loss: 3.449748992919922
step 1992, loss: 4.355422019958496
step 1993, loss: 4.116179466247559
step 1994, loss: 3.6617913246154785
step 1995, loss: 3.8691186904907227
step 1996, loss: 3.813861131668091
step 1997, loss: 3.7523391246795654
step 1998, loss: 3.969818353652954
step 1999, loss: 4.301666259765625
step 2000, loss: 4.80532169342041
step 2001, loss: 3.1664369106292725
step 2002, loss: 4.805002689361572
step 2003, loss: 4.875154495239258
step 2004, loss: 4.128880500793457
step 2005, loss: 4.492619514465332
step 2006, loss: 3.675485134124756
step 2007, loss: 4.630589485168457
step 2008, loss: 4.041731357574463
step 2009, loss: 4.800642967224121
step 2010, loss: 4.219773769378662
step 2011, loss: 4.689845085144043
step 2012, loss: 4.97020149230957
step 2013, loss: 3.805495262145996
step 2014, loss: 3.8481898307800293
step 2015, loss: 4.172545909881592
step 2016, loss: 4.681247711181641
step 2017, loss: 3.6974668502807617
step 2018, loss: 4.9898529052734375
step 2019, loss: 3.682027816772461
step 2020, loss: 3.7182068824768066
step 2021, loss: 2.9635531902313232
step 2022, loss: 4.220370292663574
step 2023, loss: 4.576808929443359
step 2024, loss: 3.874293327331543
step 2025, loss: 3.6369454860687256
step 2026, loss: 4.591183662414551
step 2027, loss: 3.648998498916626
step 2028, loss: 3.23907208442688
step 2029, loss: 3.592716693878174
step 2030, loss: 3.2141172885894775
step 2031, loss: 4.109504222869873
step 2032, loss: 4.186150550842285
step 2033, loss: 3.5454795360565186
step 2034, loss: 3.241811752319336
step 2035, loss: 4.098503589630127
step 2036, loss: 3.39775013923645
step 2037, loss: 2.4532008171081543
step 2038, loss: 2.8632516860961914
step 2039, loss: 3.1300604343414307
step 2040, loss: 3.871826171875
step 2041, loss: 3.8484437465667725
step 2042, loss: 2.942840576171875
step 2043, loss: 3.663764715194702
step 2044, loss: 2.792384147644043
step 2045, loss: 3.4472219944000244
step 2046, loss: 2.879856586456299
step 2047, loss: 4.174984931945801
step 2048, loss: 3.9577972888946533
step 2049, loss: 3.2868902683258057
step 2050, loss: 3.523707866668701
step 2051, loss: 2.4660942554473877
step 2052, loss: 3.5479986667633057
step 2053, loss: 4.119640827178955
step 2054, loss: 3.71601939201355
step 2055, loss: 3.2462499141693115
step 2056, loss: 3.127406597137451
step 2057, loss: 3.512878179550171
step 2058, loss: 2.7224960327148438
step 2059, loss: 3.910930871963501
step 2060, loss: 3.042349338531494
step 2061, loss: 3.991663694381714
step 2062, loss: 3.772362470626831
step 2063, loss: 4.080572605133057
step 2064, loss: 3.7702441215515137
step 2065, loss: 5.4093523025512695
step 2066, loss: 3.570236921310425
step 2067, loss: 3.496011972427368
step 2068, loss: 3.219170093536377
step 2069, loss: 2.827958822250366
step 2070, loss: 4.448737621307373
step 2071, loss: 4.1287336349487305
step 2072, loss: 3.6784584522247314
step 2073, loss: 3.778092384338379
step 2074, loss: 2.7745492458343506
step 2075, loss: 3.0421760082244873
step 2076, loss: 3.318465232849121
step 2077, loss: 3.916893482208252
step 2078, loss: 5.038541316986084
step 2079, loss: 4.121471881866455
step 2080, loss: 3.4639902114868164
step 2081, loss: 3.2603299617767334
step 2082, loss: 4.251362323760986
step 2083, loss: 3.1200270652770996
step 2084, loss: 3.1641881465911865
step 2085, loss: 3.6738393306732178
step 2086, loss: 3.476640224456787
step 2087, loss: 4.154770374298096
step 2088, loss: 3.4797022342681885
step 2089, loss: 3.369138240814209
step 2090, loss: 4.192558288574219
step 2091, loss: 3.6258909702301025
step 2092, loss: 2.776386022567749
step 2093, loss: 4.3170166015625
step 2094, loss: 4.514590740203857
step 2095, loss: 4.391199588775635
step 2096, loss: 3.9442827701568604
step 2097, loss: 4.323277950286865
step 2098, loss: 4.337812900543213
step 2099, loss: 4.596827983856201
step 2100, loss: 4.491890907287598
step 2101, loss: 2.767896890640259
step 2102, loss: 3.293520927429199
step 2103, loss: 2.9378740787506104
step 2104, loss: 3.475322723388672
step 2105, loss: 4.095357894897461
step 2106, loss: 4.606265068054199
step 2107, loss: 3.2994155883789062
step 2108, loss: 2.9609601497650146
step 2109, loss: 3.819707155227661
step 2110, loss: 4.724284648895264
step 2111, loss: 3.912860870361328
step 2112, loss: 3.220250368118286
step 2113, loss: 2.9680304527282715
step 2114, loss: 4.578416347503662
step 2115, loss: 3.2556824684143066
step 2116, loss: 4.209364891052246
step 2117, loss: 4.155882835388184
step 2118, loss: 4.373993873596191
step 2119, loss: 4.555430889129639
step 2120, loss: 4.528937339782715
step 2121, loss: 4.114866733551025
step 2122, loss: 4.122212886810303
step 2123, loss: 4.864999294281006
step 2124, loss: 4.012133598327637
step 2125, loss: 3.5692038536071777
step 2126, loss: 4.372932434082031
step 2127, loss: 3.6018872261047363
step 2128, loss: 3.9435060024261475
step 2129, loss: 3.791647434234619
step 2130, loss: 4.508261680603027
step 2131, loss: 3.6777303218841553
step 2132, loss: 3.19094181060791
step 2133, loss: 3.419450521469116
step 2134, loss: 3.2428910732269287
step 2135, loss: 2.6503124237060547
step 2136, loss: 3.329784870147705
step 2137, loss: 3.883267402648926
step 2138, loss: 3.712125301361084
step 2139, loss: 3.138648271560669
step 2140, loss: 3.37255597114563
step 2141, loss: 3.3740527629852295
step 2142, loss: 3.975303888320923
step 2143, loss: 2.9960973262786865
step 2144, loss: 3.0417423248291016
step 2145, loss: 4.114492416381836
step 2146, loss: 4.2557878494262695
step 2147, loss: 3.5663909912109375
step 2148, loss: 3.843837022781372
step 2149, loss: 2.9346799850463867
step 2150, loss: 3.654033899307251
step 2151, loss: 4.0583415031433105
step 2152, loss: 4.170350074768066
step 2153, loss: 4.043254852294922
step 2154, loss: 4.22180700302124
step 2155, loss: 5.749344348907471
step 2156, loss: 4.252413272857666
step 2157, loss: 3.4839887619018555
step 2158, loss: 3.936753273010254
step 2159, loss: 4.160962104797363
step 2160, loss: 2.687218427658081
step 2161, loss: 4.294384479522705
step 2162, loss: 2.910207986831665
step 2163, loss: 3.4411585330963135
step 2164, loss: 4.012099266052246
step 2165, loss: 3.6740074157714844
step 2166, loss: 3.8737306594848633
step 2167, loss: 4.143723011016846
step 2168, loss: 3.785250186920166
step 2169, loss: 3.5034537315368652
step 2170, loss: 3.7832014560699463
step 2171, loss: 2.653291702270508
step 2172, loss: 3.8779337406158447
step 2173, loss: 3.3521041870117188
step 2174, loss: 3.1773321628570557
step 2175, loss: 3.0375242233276367
step 2176, loss: 3.5767970085144043
step 2177, loss: 3.9871981143951416
step 2178, loss: 4.074426174163818
step 2179, loss: 3.7154526710510254
step 2180, loss: 3.651834726333618
step 2181, loss: 2.974773645401001
step 2182, loss: 3.562837839126587
step 2183, loss: 4.049341201782227
step 2184, loss: 4.309670448303223
step 2185, loss: 5.646754264831543
step 2186, loss: 4.859975814819336
step 2187, loss: 2.931990385055542
step 2188, loss: 2.758404493331909
step 2189, loss: 3.2576165199279785
step 2190, loss: 3.2696640491485596
step 2191, loss: 2.8043220043182373
step 2192, loss: 3.9405970573425293
step 2193, loss: 3.608898401260376
step 2194, loss: 4.141238689422607
step 2195, loss: 3.2032053470611572
step 2196, loss: 3.14662504196167
step 2197, loss: 2.600966453552246
step 2198, loss: 4.155918121337891
step 2199, loss: 3.367034673690796
step 2200, loss: 3.780571460723877
step 2201, loss: 3.816660165786743
step 2202, loss: 2.6466493606567383
step 2203, loss: 2.9832119941711426
step 2204, loss: 4.2639899253845215
step 2205, loss: 3.870163679122925
step 2206, loss: 4.680784225463867
step 2207, loss: 4.292637348175049
step 2208, loss: 4.148809432983398
step 2209, loss: 3.302985429763794
step 2210, loss: 3.5909290313720703
step 2211, loss: 3.578928232192993
step 2212, loss: 4.228278636932373
step 2213, loss: 3.7067484855651855
step 2214, loss: 3.2410876750946045
step 2215, loss: 3.0196709632873535
step 2216, loss: 3.7979209423065186
step 2217, loss: 3.7574191093444824
step 2218, loss: 3.686765432357788
step 2219, loss: 2.626782178878784
step 2220, loss: 2.6953439712524414
step 2221, loss: 3.275940179824829
step 2222, loss: 3.793972969055176
step 2223, loss: 4.042232036590576
step 2224, loss: 4.266634941101074
step 2225, loss: 3.4120664596557617
step 2226, loss: 3.588796377182007
step 2227, loss: 3.7020652294158936
step 2228, loss: 4.0746259689331055
step 2229, loss: 3.5088250637054443
step 2230, loss: 1.8615942001342773
Saved best model with loss: 1.8616 to fine_tuned_gpt2\gpt2_finetuned_best_loss_1.8616.pt
step 2231, loss: 2.843229293823242
step 2232, loss: 2.98380970954895
step 2233, loss: 2.8999404907226562
step 2234, loss: 3.4724855422973633
step 2235, loss: 3.891106128692627
step 2236, loss: 4.095462799072266
step 2237, loss: 4.241629123687744
step 2238, loss: 3.3923163414001465
step 2239, loss: 4.384880065917969
step 2240, loss: 2.8479714393615723
step 2241, loss: 2.9402315616607666
step 2242, loss: 2.642613172531128
step 2243, loss: 3.4548752307891846
step 2244, loss: 3.8062760829925537
step 2245, loss: 4.470736503601074
step 2246, loss: 2.923659324645996
step 2247, loss: 2.747283935546875
step 2248, loss: 3.217499256134033
step 2249, loss: 3.5757763385772705
step 2250, loss: 3.213038444519043
step 2251, loss: 3.4365413188934326
step 2252, loss: 3.2074389457702637
step 2253, loss: 4.092085838317871
step 2254, loss: 3.8571596145629883
step 2255, loss: 5.1386284828186035
step 2256, loss: 3.520805597305298
step 2257, loss: 2.5571494102478027
step 2258, loss: 3.692981719970703
step 2259, loss: 3.309077501296997
step 2260, loss: 3.427436113357544
step 2261, loss: 3.055009126663208
step 2262, loss: 3.280353546142578
step 2263, loss: 2.9758412837982178
step 2264, loss: 3.42354154586792
step 2265, loss: 3.2034268379211426
step 2266, loss: 3.250697135925293
step 2267, loss: 4.278157711029053
step 2268, loss: 4.767677307128906
step 2269, loss: 4.454222202301025
step 2270, loss: 4.968336582183838
step 2271, loss: 3.847212314605713
step 2272, loss: 4.162345886230469
step 2273, loss: 4.941168785095215
step 2274, loss: 4.460485935211182
step 2275, loss: 4.011634826660156
step 2276, loss: 3.4177534580230713
step 2277, loss: 4.181262493133545
step 2278, loss: 4.176617622375488
step 2279, loss: 4.633391857147217
step 2280, loss: 4.706436634063721
step 2281, loss: 4.434943199157715
step 2282, loss: 4.360662937164307
step 2283, loss: 4.806578636169434
step 2284, loss: 4.786157131195068
step 2285, loss: 4.868941307067871
step 2286, loss: 4.7164835929870605
step 2287, loss: 4.454472064971924
step 2288, loss: 3.682851552963257
step 2289, loss: 3.8144989013671875
step 2290, loss: 3.7971553802490234
step 2291, loss: 4.709353923797607
step 2292, loss: 3.192744731903076
step 2293, loss: 3.619112014770508
step 2294, loss: 4.066197872161865
step 2295, loss: 4.279922008514404
step 2296, loss: 3.8913278579711914
step 2297, loss: 5.37071418762207
step 2298, loss: 5.122952461242676
step 2299, loss: 5.58644962310791
step 2300, loss: 4.333556175231934
step 2301, loss: 4.334861755371094
step 2302, loss: 4.5060906410217285
step 2303, loss: 4.374830722808838
step 2304, loss: 4.321855068206787
step 2305, loss: 4.360135078430176
step 2306, loss: 4.299812316894531
step 2307, loss: 4.621870517730713
step 2308, loss: 3.7778377532958984
step 2309, loss: 4.339416027069092
step 2310, loss: 4.557493686676025
step 2311, loss: 3.866603374481201
step 2312, loss: 3.8893356323242188
step 2313, loss: 4.304935455322266
step 2314, loss: 3.916825532913208
step 2315, loss: 3.9764366149902344
step 2316, loss: 3.049919366836548
step 2317, loss: 4.527043342590332
step 2318, loss: 3.9405558109283447
step 2319, loss: 3.7972609996795654
step 2320, loss: 3.8080620765686035
step 2321, loss: 3.4599926471710205
step 2322, loss: 3.6955909729003906
step 2323, loss: 3.5934033393859863
step 2324, loss: 3.8995699882507324
step 2325, loss: 3.5798797607421875
step 2326, loss: 4.74055290222168
step 2327, loss: 4.4685282707214355
step 2328, loss: 3.7412991523742676
step 2329, loss: 4.142612934112549
step 2330, loss: 3.4262330532073975
step 2331, loss: 4.845791816711426
step 2332, loss: 4.180685520172119
step 2333, loss: 3.8218061923980713
step 2334, loss: 3.4743473529815674
step 2335, loss: 4.208395957946777
step 2336, loss: 3.999936103820801
step 2337, loss: 3.913684129714966
step 2338, loss: 3.4191784858703613
step 2339, loss: 3.917707920074463
step 2340, loss: 3.0318713188171387
step 2341, loss: 4.001780986785889
step 2342, loss: 3.8657402992248535
step 2343, loss: 3.043548107147217
step 2344, loss: 3.0775320529937744
step 2345, loss: 4.5879950523376465
step 2346, loss: 3.3819632530212402
step 2347, loss: 2.737971305847168
step 2348, loss: 2.676352024078369
step 2349, loss: 2.52237868309021
step 2350, loss: 3.9666943550109863
step 2351, loss: 2.9776611328125
step 2352, loss: 3.6724648475646973
step 2353, loss: 3.8197898864746094
step 2354, loss: 3.861020803451538
step 2355, loss: 3.8495750427246094
step 2356, loss: 3.3932695388793945
step 2357, loss: 3.833989381790161
step 2358, loss: 3.288665294647217
step 2359, loss: 2.656717538833618
step 2360, loss: 3.537149429321289
step 2361, loss: 3.031538724899292
step 2362, loss: 2.893348455429077
step 2363, loss: 4.294775485992432
step 2364, loss: 3.285804271697998
step 2365, loss: 3.9127368927001953
step 2366, loss: 3.7547104358673096
step 2367, loss: 3.3564724922180176
step 2368, loss: 3.8209776878356934
step 2369, loss: 3.5364675521850586
step 2370, loss: 2.7259089946746826
step 2371, loss: 4.493001937866211
step 2372, loss: 3.0678601264953613
step 2373, loss: 3.9086484909057617
step 2374, loss: 3.539933681488037
step 2375, loss: 4.879960536956787
step 2376, loss: 2.5973851680755615
step 2377, loss: 3.0327935218811035
step 2378, loss: 3.291977643966675
step 2379, loss: 2.4700894355773926
step 2380, loss: 3.1077804565429688
step 2381, loss: 2.067718982696533
step 2382, loss: 2.3899426460266113
step 2383, loss: 4.360833644866943
step 2384, loss: 3.9031848907470703
step 2385, loss: 2.9983901977539062
step 2386, loss: 4.0999436378479
step 2387, loss: 2.955819606781006
step 2388, loss: 3.8808443546295166
step 2389, loss: 3.249911069869995
step 2390, loss: 4.431632995605469
step 2391, loss: 3.1848154067993164
step 2392, loss: 3.783012866973877
step 2393, loss: 3.784637212753296
step 2394, loss: 3.717611789703369
step 2395, loss: 5.581360340118408
step 2396, loss: 3.903869390487671
