using device: cpu
Loading pretrained GPT-2 model: gpt2
loaded 338025 tokens
1 epoch = 165 batches
Using OneCycleLR scheduler with max_lr=0.0007 and total_steps=10000
step 0, loss: 4.9285, current_lr: 0.000028
step 539, loss: 3.2256, current_lr: 0.000080
step 540, loss: 3.1225, current_lr: 0.000081
step 541, loss: 3.1923, current_lr: 0.000081
step 542, loss: 3.5116, current_lr: 0.000081
step 543, loss: 3.3249, current_lr: 0.000081
step 544, loss: 3.3475, current_lr: 0.000081
step 545, loss: 3.3370, current_lr: 0.000081
step 546, loss: 3.4365, current_lr: 0.000082
step 547, loss: 3.2892, current_lr: 0.000082
step 548, loss: 3.0654, current_lr: 0.000082
step 549, loss: 3.1168, current_lr: 0.000082
step 550, loss: 3.4061, current_lr: 0.000082
step 551, loss: 3.2817, current_lr: 0.000083
step 552, loss: 3.2443, current_lr: 0.000083
step 553, loss: 3.1921, current_lr: 0.000083
step 554, loss: 3.1325, current_lr: 0.000083
step 555, loss: 3.1050, current_lr: 0.000083
step 556, loss: 3.1200, current_lr: 0.000084
step 557, loss: 2.7049, current_lr: 0.000084
step 558, loss: 3.2279, current_lr: 0.000084
step 559, loss: 2.8726, current_lr: 0.000084
step 560, loss: 3.1735, current_lr: 0.000084
step 561, loss: 3.2958, current_lr: 0.000085
step 562, loss: 3.2538, current_lr: 0.000085
step 563, loss: 3.3828, current_lr: 0.000085
step 564, loss: 3.1383, current_lr: 0.000085
step 565, loss: 2.9925, current_lr: 0.000085
step 566, loss: 3.3795, current_lr: 0.000086
step 567, loss: 2.9650, current_lr: 0.000086
step 568, loss: 3.1365, current_lr: 0.000086
step 569, loss: 2.9553, current_lr: 0.000086
step 570, loss: 3.3098, current_lr: 0.000086
step 571, loss: 3.0422, current_lr: 0.000087
step 572, loss: 3.0665, current_lr: 0.000087
step 573, loss: 2.9222, current_lr: 0.000087
step 574, loss: 2.9875, current_lr: 0.000087
step 575, loss: 3.0542, current_lr: 0.000087
step 576, loss: 3.0094, current_lr: 0.000088
step 577, loss: 3.3358, current_lr: 0.000088
step 578, loss: 3.1676, current_lr: 0.000088
step 579, loss: 3.2044, current_lr: 0.000088
step 580, loss: 2.8202, current_lr: 0.000088
step 581, loss: 2.8482, current_lr: 0.000089
step 582, loss: 3.1444, current_lr: 0.000089
step 583, loss: 3.3169, current_lr: 0.000089
step 584, loss: 3.3737, current_lr: 0.000089
step 585, loss: 3.0251, current_lr: 0.000089
step 586, loss: 3.2955, current_lr: 0.000090
step 587, loss: 3.2375, current_lr: 0.000090
step 588, loss: 2.9424, current_lr: 0.000090
step 589, loss: 2.5633, current_lr: 0.000090
Saved best model with loss: 2.5633 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.5633.pt
step 590, loss: 3.0757, current_lr: 0.000090
step 591, loss: 2.9940, current_lr: 0.000091
step 592, loss: 3.1077, current_lr: 0.000091
step 593, loss: 2.9817, current_lr: 0.000091
step 594, loss: 2.9142, current_lr: 0.000091
step 595, loss: 2.9035, current_lr: 0.000091
step 596, loss: 3.1422, current_lr: 0.000092
step 597, loss: 2.8235, current_lr: 0.000092
step 598, loss: 3.1046, current_lr: 0.000092
step 599, loss: 3.4312, current_lr: 0.000092
step 600, loss: 3.5448, current_lr: 0.000092
step 601, loss: 3.4086, current_lr: 0.000093
step 602, loss: 3.3375, current_lr: 0.000093
step 603, loss: 3.4601, current_lr: 0.000093
step 604, loss: 3.2384, current_lr: 0.000093
step 605, loss: 3.4646, current_lr: 0.000093
step 606, loss: 3.5080, current_lr: 0.000094
step 607, loss: 3.5043, current_lr: 0.000094
step 608, loss: 3.5593, current_lr: 0.000094
step 609, loss: 3.2699, current_lr: 0.000094
step 610, loss: 3.4771, current_lr: 0.000095
step 611, loss: 3.1030, current_lr: 0.000095
step 612, loss: 3.3545, current_lr: 0.000095
step 613, loss: 3.2106, current_lr: 0.000095
step 614, loss: 3.0950, current_lr: 0.000095
step 615, loss: 3.4290, current_lr: 0.000096
step 616, loss: 3.4357, current_lr: 0.000096
step 617, loss: 3.3000, current_lr: 0.000096
step 618, loss: 3.4422, current_lr: 0.000096
step 619, loss: 2.8618, current_lr: 0.000096
step 620, loss: 3.4350, current_lr: 0.000097
step 621, loss: 3.0489, current_lr: 0.000097
step 622, loss: 2.6177, current_lr: 0.000097
step 623, loss: 2.9192, current_lr: 0.000097
step 624, loss: 3.1181, current_lr: 0.000097
step 625, loss: 3.1956, current_lr: 0.000098
step 626, loss: 3.2467, current_lr: 0.000098
step 627, loss: 3.1708, current_lr: 0.000098
step 628, loss: 2.8521, current_lr: 0.000098
step 629, loss: 3.3274, current_lr: 0.000099
step 630, loss: 2.8261, current_lr: 0.000099
step 631, loss: 2.9420, current_lr: 0.000099
step 632, loss: 3.0655, current_lr: 0.000099
step 633, loss: 2.9048, current_lr: 0.000099
step 634, loss: 2.9861, current_lr: 0.000100
step 635, loss: 2.8925, current_lr: 0.000100
step 636, loss: 3.0407, current_lr: 0.000100
step 637, loss: 3.4722, current_lr: 0.000100
step 638, loss: 3.3015, current_lr: 0.000101
step 639, loss: 3.1948, current_lr: 0.000101
step 640, loss: 3.0917, current_lr: 0.000101
step 641, loss: 2.8931, current_lr: 0.000101
step 642, loss: 2.9038, current_lr: 0.000101
step 643, loss: 2.6691, current_lr: 0.000102
step 644, loss: 3.0691, current_lr: 0.000102
step 645, loss: 3.0348, current_lr: 0.000102
step 646, loss: 3.0239, current_lr: 0.000102
step 647, loss: 2.8633, current_lr: 0.000102
step 648, loss: 2.9347, current_lr: 0.000103
step 649, loss: 2.6771, current_lr: 0.000103
step 650, loss: 2.7359, current_lr: 0.000103
step 651, loss: 2.7692, current_lr: 0.000103
step 652, loss: 2.6040, current_lr: 0.000104
step 653, loss: 2.4582, current_lr: 0.000104
Saved best model with loss: 2.4582 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.4582.pt
step 654, loss: 3.0057, current_lr: 0.000104
step 655, loss: 3.3353, current_lr: 0.000104
step 656, loss: 3.3412, current_lr: 0.000104
step 657, loss: 3.3764, current_lr: 0.000105
step 658, loss: 2.8705, current_lr: 0.000105
step 659, loss: 2.9411, current_lr: 0.000105
step 660, loss: 3.2475, current_lr: 0.000105
step 661, loss: 3.1661, current_lr: 0.000106
step 662, loss: 2.9083, current_lr: 0.000106
step 663, loss: 3.2112, current_lr: 0.000106
step 664, loss: 3.2872, current_lr: 0.000106
step 665, loss: 3.0996, current_lr: 0.000107
step 666, loss: 3.0735, current_lr: 0.000107
step 667, loss: 3.1554, current_lr: 0.000107
step 668, loss: 2.9005, current_lr: 0.000107
step 669, loss: 3.0405, current_lr: 0.000107
step 670, loss: 3.0498, current_lr: 0.000108
step 671, loss: 2.6106, current_lr: 0.000108
step 672, loss: 3.0231, current_lr: 0.000108
step 673, loss: 2.8891, current_lr: 0.000108
step 674, loss: 3.0105, current_lr: 0.000109
step 675, loss: 2.6974, current_lr: 0.000109
step 676, loss: 2.8922, current_lr: 0.000109
step 677, loss: 2.7918, current_lr: 0.000109
step 678, loss: 3.0232, current_lr: 0.000109
step 679, loss: 2.9882, current_lr: 0.000110
step 680, loss: 3.2480, current_lr: 0.000110
step 681, loss: 3.0012, current_lr: 0.000110
step 682, loss: 2.9471, current_lr: 0.000110
step 683, loss: 3.0791, current_lr: 0.000111
step 684, loss: 2.8265, current_lr: 0.000111
step 685, loss: 2.7575, current_lr: 0.000111
step 686, loss: 2.9260, current_lr: 0.000111
step 687, loss: 2.9288, current_lr: 0.000112
step 688, loss: 2.9779, current_lr: 0.000112
step 689, loss: 2.6358, current_lr: 0.000112
step 690, loss: 2.9222, current_lr: 0.000112
step 691, loss: 2.9047, current_lr: 0.000112
step 692, loss: 2.7267, current_lr: 0.000113
step 693, loss: 2.5786, current_lr: 0.000113
step 694, loss: 2.7615, current_lr: 0.000113
step 695, loss: 2.6858, current_lr: 0.000113
step 696, loss: 3.0431, current_lr: 0.000114
step 697, loss: 3.0153, current_lr: 0.000114
step 698, loss: 2.8903, current_lr: 0.000114
step 699, loss: 2.6492, current_lr: 0.000114
step 700, loss: 3.1075, current_lr: 0.000115
step 701, loss: 2.7147, current_lr: 0.000115
step 702, loss: 2.6482, current_lr: 0.000115
step 703, loss: 2.5908, current_lr: 0.000115
step 704, loss: 2.9374, current_lr: 0.000116
step 705, loss: 2.8471, current_lr: 0.000116
step 706, loss: 2.9366, current_lr: 0.000116
step 707, loss: 3.2562, current_lr: 0.000116
step 708, loss: 3.0517, current_lr: 0.000116
step 709, loss: 3.0566, current_lr: 0.000117
step 710, loss: 3.0745, current_lr: 0.000117
step 711, loss: 3.1606, current_lr: 0.000117
step 712, loss: 3.0014, current_lr: 0.000117
step 713, loss: 2.8167, current_lr: 0.000118
step 714, loss: 2.8496, current_lr: 0.000118
step 715, loss: 3.1068, current_lr: 0.000118
step 716, loss: 2.9923, current_lr: 0.000118
step 717, loss: 2.9646, current_lr: 0.000119
step 718, loss: 2.8855, current_lr: 0.000119
step 719, loss: 2.8123, current_lr: 0.000119
step 720, loss: 2.8313, current_lr: 0.000119
step 721, loss: 2.8552, current_lr: 0.000120
step 722, loss: 2.4631, current_lr: 0.000120
step 723, loss: 2.9557, current_lr: 0.000120
step 724, loss: 2.6270, current_lr: 0.000120
step 725, loss: 2.9095, current_lr: 0.000121
step 726, loss: 2.9971, current_lr: 0.000121
step 727, loss: 2.9470, current_lr: 0.000121
step 728, loss: 3.0514, current_lr: 0.000121
step 729, loss: 2.8658, current_lr: 0.000122
step 730, loss: 2.7344, current_lr: 0.000122
step 731, loss: 3.0375, current_lr: 0.000122
step 732, loss: 2.6503, current_lr: 0.000122
step 733, loss: 2.8283, current_lr: 0.000123
step 734, loss: 2.6462, current_lr: 0.000123
step 735, loss: 3.0337, current_lr: 0.000123
step 736, loss: 2.7551, current_lr: 0.000123
step 737, loss: 2.7740, current_lr: 0.000124
step 738, loss: 2.6796, current_lr: 0.000124
step 739, loss: 2.7172, current_lr: 0.000124
step 740, loss: 2.8014, current_lr: 0.000124
step 741, loss: 2.7013, current_lr: 0.000124
step 742, loss: 3.0175, current_lr: 0.000125
step 743, loss: 2.9251, current_lr: 0.000125
step 744, loss: 2.9307, current_lr: 0.000125
step 745, loss: 2.5978, current_lr: 0.000125
step 746, loss: 2.6299, current_lr: 0.000126
step 747, loss: 2.8593, current_lr: 0.000126
step 748, loss: 3.0014, current_lr: 0.000126
step 749, loss: 3.0640, current_lr: 0.000126
step 750, loss: 2.7475, current_lr: 0.000127
step 751, loss: 3.0005, current_lr: 0.000127
step 752, loss: 2.9430, current_lr: 0.000127
step 753, loss: 2.6869, current_lr: 0.000127
step 754, loss: 2.3564, current_lr: 0.000128
Saved best model with loss: 2.3564 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.3564.pt
step 755, loss: 2.8092, current_lr: 0.000128
step 756, loss: 2.7419, current_lr: 0.000128
step 757, loss: 2.8387, current_lr: 0.000128
step 758, loss: 2.7256, current_lr: 0.000129
step 759, loss: 2.6531, current_lr: 0.000129
step 760, loss: 2.6419, current_lr: 0.000129
step 761, loss: 2.8585, current_lr: 0.000129
step 762, loss: 2.5605, current_lr: 0.000130
step 763, loss: 2.7746, current_lr: 0.000130
step 764, loss: 3.0839, current_lr: 0.000130
step 765, loss: 3.1949, current_lr: 0.000130
step 766, loss: 3.0625, current_lr: 0.000131
step 767, loss: 3.0124, current_lr: 0.000131
step 768, loss: 3.1840, current_lr: 0.000131
step 769, loss: 2.9578, current_lr: 0.000132
step 770, loss: 3.1210, current_lr: 0.000132
step 771, loss: 3.1834, current_lr: 0.000132
step 772, loss: 3.1286, current_lr: 0.000132
step 773, loss: 3.1615, current_lr: 0.000133
step 774, loss: 2.9420, current_lr: 0.000133
step 775, loss: 3.1001, current_lr: 0.000133
step 776, loss: 2.8099, current_lr: 0.000133
step 777, loss: 3.0429, current_lr: 0.000134
step 778, loss: 2.9025, current_lr: 0.000134
step 779, loss: 2.7629, current_lr: 0.000134
step 780, loss: 3.1511, current_lr: 0.000134
step 781, loss: 3.1341, current_lr: 0.000135
step 782, loss: 2.9850, current_lr: 0.000135
step 783, loss: 3.1622, current_lr: 0.000135
step 784, loss: 2.6163, current_lr: 0.000135
step 785, loss: 3.2070, current_lr: 0.000136
step 786, loss: 2.8320, current_lr: 0.000136
step 787, loss: 2.3761, current_lr: 0.000136
step 788, loss: 2.6806, current_lr: 0.000136
step 789, loss: 2.8867, current_lr: 0.000137
step 790, loss: 2.9292, current_lr: 0.000137
step 791, loss: 2.9795, current_lr: 0.000137
step 792, loss: 2.9048, current_lr: 0.000137
step 793, loss: 2.6524, current_lr: 0.000138
step 794, loss: 3.0337, current_lr: 0.000138
step 795, loss: 2.5757, current_lr: 0.000138
step 796, loss: 2.6779, current_lr: 0.000138
step 797, loss: 2.8185, current_lr: 0.000139
step 798, loss: 2.6537, current_lr: 0.000139
step 799, loss: 2.7083, current_lr: 0.000139
step 800, loss: 2.6470, current_lr: 0.000140
step 801, loss: 2.7845, current_lr: 0.000140
step 802, loss: 3.1652, current_lr: 0.000140
step 803, loss: 3.0028, current_lr: 0.000140
step 804, loss: 2.9183, current_lr: 0.000141
step 805, loss: 2.7994, current_lr: 0.000141
step 806, loss: 2.6570, current_lr: 0.000141
step 807, loss: 2.6671, current_lr: 0.000141
step 808, loss: 2.4517, current_lr: 0.000142
step 809, loss: 2.7888, current_lr: 0.000142
step 810, loss: 2.7230, current_lr: 0.000142
step 811, loss: 2.7551, current_lr: 0.000142
step 812, loss: 2.5867, current_lr: 0.000143
step 813, loss: 2.6605, current_lr: 0.000143
step 814, loss: 2.4342, current_lr: 0.000143
step 815, loss: 2.4884, current_lr: 0.000143
step 816, loss: 2.5248, current_lr: 0.000144
step 817, loss: 2.3609, current_lr: 0.000144
step 818, loss: 2.2259, current_lr: 0.000144
Saved best model with loss: 2.2259 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.2259.pt
step 819, loss: 2.7134, current_lr: 0.000145
step 820, loss: 3.0648, current_lr: 0.000145
step 821, loss: 3.0448, current_lr: 0.000145
step 822, loss: 3.0830, current_lr: 0.000145
step 823, loss: 2.5993, current_lr: 0.000146
step 824, loss: 2.6908, current_lr: 0.000146
step 825, loss: 2.9567, current_lr: 0.000146
step 826, loss: 2.8842, current_lr: 0.000146
step 827, loss: 2.6938, current_lr: 0.000147
step 828, loss: 2.9334, current_lr: 0.000147
step 829, loss: 2.9879, current_lr: 0.000147
step 830, loss: 2.7810, current_lr: 0.000147
step 831, loss: 2.7582, current_lr: 0.000148
step 832, loss: 2.8783, current_lr: 0.000148
step 833, loss: 2.6103, current_lr: 0.000148
step 834, loss: 2.7430, current_lr: 0.000149
step 835, loss: 2.7616, current_lr: 0.000149
step 836, loss: 2.3309, current_lr: 0.000149
step 837, loss: 2.7612, current_lr: 0.000149
step 838, loss: 2.5840, current_lr: 0.000150
step 839, loss: 2.7050, current_lr: 0.000150
step 840, loss: 2.4170, current_lr: 0.000150
step 841, loss: 2.5787, current_lr: 0.000150
step 842, loss: 2.4739, current_lr: 0.000151
step 843, loss: 2.7141, current_lr: 0.000151
step 844, loss: 2.7120, current_lr: 0.000151
step 845, loss: 2.9734, current_lr: 0.000152
step 846, loss: 2.7036, current_lr: 0.000152
step 847, loss: 2.6565, current_lr: 0.000152
step 848, loss: 2.7692, current_lr: 0.000152
step 849, loss: 2.5352, current_lr: 0.000153
step 850, loss: 2.4935, current_lr: 0.000153
step 851, loss: 2.6415, current_lr: 0.000153
step 852, loss: 2.6053, current_lr: 0.000153
step 853, loss: 2.6744, current_lr: 0.000154
step 854, loss: 2.3678, current_lr: 0.000154
step 855, loss: 2.6234, current_lr: 0.000154
step 856, loss: 2.5640, current_lr: 0.000155
step 857, loss: 2.4497, current_lr: 0.000155
step 858, loss: 2.2859, current_lr: 0.000155
step 859, loss: 2.4964, current_lr: 0.000155
step 860, loss: 2.4167, current_lr: 0.000156
step 861, loss: 2.7014, current_lr: 0.000156
step 862, loss: 2.6904, current_lr: 0.000156
step 863, loss: 2.5876, current_lr: 0.000156
step 864, loss: 2.3448, current_lr: 0.000157
step 865, loss: 2.7203, current_lr: 0.000157
step 866, loss: 2.3936, current_lr: 0.000157
step 867, loss: 2.3124, current_lr: 0.000158
step 868, loss: 2.2596, current_lr: 0.000158
step 869, loss: 2.5822, current_lr: 0.000158
step 870, loss: 2.4919, current_lr: 0.000158
step 871, loss: 2.5633, current_lr: 0.000159
step 872, loss: 2.8684, current_lr: 0.000159
step 873, loss: 2.6738, current_lr: 0.000159
step 874, loss: 2.6676, current_lr: 0.000160
step 875, loss: 2.6895, current_lr: 0.000160
step 876, loss: 2.7605, current_lr: 0.000160
step 877, loss: 2.6317, current_lr: 0.000160
step 878, loss: 2.4642, current_lr: 0.000161
step 879, loss: 2.4912, current_lr: 0.000161
step 880, loss: 2.7154, current_lr: 0.000161
step 881, loss: 2.6305, current_lr: 0.000161
step 882, loss: 2.5839, current_lr: 0.000162
step 883, loss: 2.4920, current_lr: 0.000162
step 884, loss: 2.4110, current_lr: 0.000162
step 885, loss: 2.4380, current_lr: 0.000163
step 886, loss: 2.4869, current_lr: 0.000163
step 887, loss: 2.1436, current_lr: 0.000163
Saved best model with loss: 2.1436 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.1436.pt
step 888, loss: 2.5577, current_lr: 0.000163
step 889, loss: 2.2688, current_lr: 0.000164
step 890, loss: 2.5329, current_lr: 0.000164
step 891, loss: 2.6092, current_lr: 0.000164
step 892, loss: 2.5233, current_lr: 0.000165
step 893, loss: 2.6693, current_lr: 0.000165
step 894, loss: 2.4869, current_lr: 0.000165
step 895, loss: 2.3835, current_lr: 0.000165
step 896, loss: 2.6359, current_lr: 0.000166
step 897, loss: 2.3367, current_lr: 0.000166
step 898, loss: 2.4906, current_lr: 0.000166
step 899, loss: 2.2586, current_lr: 0.000167
step 900, loss: 2.6247, current_lr: 0.000167
step 901, loss: 2.4599, current_lr: 0.000167
step 902, loss: 2.4647, current_lr: 0.000167
step 903, loss: 2.3207, current_lr: 0.000168
step 904, loss: 2.3932, current_lr: 0.000168
step 905, loss: 2.4864, current_lr: 0.000168
step 906, loss: 2.3930, current_lr: 0.000169
step 907, loss: 2.6697, current_lr: 0.000169
step 908, loss: 2.6235, current_lr: 0.000169
step 909, loss: 2.5984, current_lr: 0.000169
step 910, loss: 2.3240, current_lr: 0.000170
step 911, loss: 2.3679, current_lr: 0.000170
step 912, loss: 2.5464, current_lr: 0.000170
step 913, loss: 2.6591, current_lr: 0.000171
step 914, loss: 2.6918, current_lr: 0.000171
step 915, loss: 2.4303, current_lr: 0.000171
step 916, loss: 2.6280, current_lr: 0.000171
step 917, loss: 2.6089, current_lr: 0.000172
step 918, loss: 2.3976, current_lr: 0.000172
step 919, loss: 2.1054, current_lr: 0.000172
Saved best model with loss: 2.1054 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.1054.pt
step 920, loss: 2.4901, current_lr: 0.000173
step 921, loss: 2.3994, current_lr: 0.000173
step 922, loss: 2.4631, current_lr: 0.000173
step 923, loss: 2.4153, current_lr: 0.000173
step 924, loss: 2.3312, current_lr: 0.000174
step 925, loss: 2.3314, current_lr: 0.000174
step 926, loss: 2.4842, current_lr: 0.000174
step 927, loss: 2.2510, current_lr: 0.000175
step 928, loss: 2.4569, current_lr: 0.000175
step 929, loss: 2.6897, current_lr: 0.000175
step 930, loss: 2.7537, current_lr: 0.000176
step 931, loss: 2.7057, current_lr: 0.000176
step 932, loss: 2.6283, current_lr: 0.000176
step 933, loss: 2.7517, current_lr: 0.000176
step 934, loss: 2.5704, current_lr: 0.000177
step 935, loss: 2.7615, current_lr: 0.000177
step 936, loss: 2.8167, current_lr: 0.000177
step 937, loss: 2.7557, current_lr: 0.000178
step 938, loss: 2.8168, current_lr: 0.000178
step 939, loss: 2.6021, current_lr: 0.000178
step 940, loss: 2.7195, current_lr: 0.000178
step 941, loss: 2.5314, current_lr: 0.000179
step 942, loss: 2.7971, current_lr: 0.000179
step 943, loss: 2.6191, current_lr: 0.000179
step 944, loss: 2.4953, current_lr: 0.000180
step 945, loss: 2.9171, current_lr: 0.000180
step 946, loss: 2.8195, current_lr: 0.000180
step 947, loss: 2.7447, current_lr: 0.000181
step 948, loss: 2.8956, current_lr: 0.000181
step 949, loss: 2.3650, current_lr: 0.000181
step 950, loss: 2.8871, current_lr: 0.000181
step 951, loss: 2.5064, current_lr: 0.000182
step 952, loss: 2.1387, current_lr: 0.000182
step 953, loss: 2.4610, current_lr: 0.000182
step 954, loss: 2.7078, current_lr: 0.000183
step 955, loss: 2.7222, current_lr: 0.000183
step 956, loss: 2.6963, current_lr: 0.000183
step 957, loss: 2.6103, current_lr: 0.000183
step 958, loss: 2.3800, current_lr: 0.000184
step 959, loss: 2.7760, current_lr: 0.000184
step 960, loss: 2.3898, current_lr: 0.000184
step 961, loss: 2.4262, current_lr: 0.000185
step 962, loss: 2.5878, current_lr: 0.000185
step 963, loss: 2.4542, current_lr: 0.000185
step 964, loss: 2.5080, current_lr: 0.000186
step 965, loss: 2.4432, current_lr: 0.000186
step 966, loss: 2.5649, current_lr: 0.000186
step 967, loss: 2.8868, current_lr: 0.000186
step 968, loss: 2.7350, current_lr: 0.000187
step 969, loss: 2.6584, current_lr: 0.000187
step 970, loss: 2.5258, current_lr: 0.000187
step 971, loss: 2.3653, current_lr: 0.000188
step 972, loss: 2.3705, current_lr: 0.000188
step 973, loss: 2.2134, current_lr: 0.000188
step 974, loss: 2.4936, current_lr: 0.000189
step 975, loss: 2.4045, current_lr: 0.000189
step 976, loss: 2.4485, current_lr: 0.000189
step 977, loss: 2.2901, current_lr: 0.000189
step 978, loss: 2.3964, current_lr: 0.000190
step 979, loss: 2.1512, current_lr: 0.000190
step 980, loss: 2.2107, current_lr: 0.000190
step 981, loss: 2.2638, current_lr: 0.000191
step 982, loss: 2.1466, current_lr: 0.000191
step 983, loss: 1.9960, current_lr: 0.000191
Saved best model with loss: 1.9960 to fine_tuned_gpt2\gpt2_finetuned_best_loss_1.9960.pt
step 984, loss: 2.4461, current_lr: 0.000192
step 985, loss: 2.7536, current_lr: 0.000192
step 986, loss: 2.6715, current_lr: 0.000192
step 987, loss: 2.7886, current_lr: 0.000192
step 988, loss: 2.3668, current_lr: 0.000193
step 989, loss: 2.4618, current_lr: 0.000193
step 990, loss: 2.7037, current_lr: 0.000193
step 991, loss: 2.6096, current_lr: 0.000194
step 992, loss: 2.3946, current_lr: 0.000194
step 993, loss: 2.6207, current_lr: 0.000194
step 994, loss: 2.6905, current_lr: 0.000195
step 995, loss: 2.4748, current_lr: 0.000195
step 996, loss: 2.4740, current_lr: 0.000195
step 997, loss: 2.5933, current_lr: 0.000195
step 998, loss: 2.3369, current_lr: 0.000196
step 999, loss: 2.4592, current_lr: 0.000196
step 1000, loss: 2.4588, current_lr: 0.000196
step 1001, loss: 2.0413, current_lr: 0.000197
step 1002, loss: 2.4309, current_lr: 0.000197
step 1003, loss: 2.2452, current_lr: 0.000197
step 1004, loss: 2.3962, current_lr: 0.000198
step 1005, loss: 2.1550, current_lr: 0.000198
step 1006, loss: 2.3012, current_lr: 0.000198
step 1007, loss: 2.1202, current_lr: 0.000199
step 1008, loss: 2.4119, current_lr: 0.000199
step 1009, loss: 2.4710, current_lr: 0.000199
step 1010, loss: 2.7205, current_lr: 0.000199
step 1011, loss: 2.3789, current_lr: 0.000200
step 1012, loss: 2.3889, current_lr: 0.000200
step 1013, loss: 2.5134, current_lr: 0.000200
step 1014, loss: 2.2937, current_lr: 0.000201
step 1015, loss: 2.2437, current_lr: 0.000201
step 1016, loss: 2.3846, current_lr: 0.000201
step 1017, loss: 2.3923, current_lr: 0.000202
step 1018, loss: 2.4633, current_lr: 0.000202
step 1019, loss: 2.1611, current_lr: 0.000202
step 1020, loss: 2.3593, current_lr: 0.000203
step 1021, loss: 2.2845, current_lr: 0.000203
step 1022, loss: 2.2113, current_lr: 0.000203
step 1023, loss: 2.0606, current_lr: 0.000203
step 1024, loss: 2.2485, current_lr: 0.000204
step 1025, loss: 2.1658, current_lr: 0.000204
step 1026, loss: 2.4319, current_lr: 0.000204
step 1027, loss: 2.4087, current_lr: 0.000205
step 1028, loss: 2.3149, current_lr: 0.000205
step 1029, loss: 2.1205, current_lr: 0.000205
step 1030, loss: 2.4749, current_lr: 0.000206
step 1031, loss: 2.1866, current_lr: 0.000206
step 1032, loss: 2.1368, current_lr: 0.000206
step 1033, loss: 2.0810, current_lr: 0.000207
step 1034, loss: 2.4024, current_lr: 0.000207
step 1035, loss: 2.2670, current_lr: 0.000207
step 1036, loss: 2.2953, current_lr: 0.000208
step 1037, loss: 2.6206, current_lr: 0.000208
step 1038, loss: 2.4044, current_lr: 0.000208
step 1039, loss: 2.3689, current_lr: 0.000208
step 1040, loss: 2.3592, current_lr: 0.000209
step 1041, loss: 2.4482, current_lr: 0.000209
step 1042, loss: 2.3398, current_lr: 0.000209
step 1043, loss: 2.2670, current_lr: 0.000210
step 1044, loss: 2.3486, current_lr: 0.000210
step 1045, loss: 2.4990, current_lr: 0.000210
step 1046, loss: 2.3739, current_lr: 0.000211
step 1047, loss: 2.3827, current_lr: 0.000211
step 1048, loss: 2.2605, current_lr: 0.000211
step 1049, loss: 2.2308, current_lr: 0.000212
step 1050, loss: 2.2433, current_lr: 0.000212
step 1051, loss: 2.2623, current_lr: 0.000212
step 1052, loss: 1.9413, current_lr: 0.000213
Saved best model with loss: 1.9413 to fine_tuned_gpt2\gpt2_finetuned_best_loss_1.9413.pt
step 1053, loss: 2.3452, current_lr: 0.000213
step 1054, loss: 2.0855, current_lr: 0.000213
step 1055, loss: 2.2834, current_lr: 0.000213
step 1056, loss: 2.3754, current_lr: 0.000214
step 1057, loss: 2.3308, current_lr: 0.000214
step 1058, loss: 2.4353, current_lr: 0.000214
step 1059, loss: 2.2794, current_lr: 0.000215
step 1060, loss: 2.1882, current_lr: 0.000215
step 1061, loss: 2.5003, current_lr: 0.000215
step 1062, loss: 2.1273, current_lr: 0.000216
step 1063, loss: 2.3334, current_lr: 0.000216
step 1064, loss: 2.1032, current_lr: 0.000216
step 1065, loss: 2.4485, current_lr: 0.000217
step 1066, loss: 2.2895, current_lr: 0.000217
step 1067, loss: 2.2015, current_lr: 0.000217
step 1068, loss: 2.0737, current_lr: 0.000218
step 1069, loss: 2.1000, current_lr: 0.000218
step 1070, loss: 2.1967, current_lr: 0.000218
step 1071, loss: 2.1003, current_lr: 0.000219
step 1072, loss: 2.3426, current_lr: 0.000219
step 1073, loss: 2.3039, current_lr: 0.000219
step 1074, loss: 2.2559, current_lr: 0.000219
step 1075, loss: 2.0951, current_lr: 0.000220
step 1076, loss: 2.1405, current_lr: 0.000220
step 1077, loss: 2.3553, current_lr: 0.000220
step 1078, loss: 2.4353, current_lr: 0.000221
step 1079, loss: 2.4902, current_lr: 0.000221
step 1080, loss: 2.2225, current_lr: 0.000221
step 1081, loss: 2.4045, current_lr: 0.000222
step 1082, loss: 2.3644, current_lr: 0.000222
step 1083, loss: 2.2000, current_lr: 0.000222
step 1084, loss: 1.9152, current_lr: 0.000223
Saved best model with loss: 1.9152 to fine_tuned_gpt2\gpt2_finetuned_best_loss_1.9152.pt
step 1085, loss: 2.2194, current_lr: 0.000223
step 1086, loss: 2.1486, current_lr: 0.000223
step 1087, loss: 2.2297, current_lr: 0.000224
step 1088, loss: 2.1798, current_lr: 0.000224
step 1089, loss: 2.0933, current_lr: 0.000224
step 1090, loss: 2.1158, current_lr: 0.000225
step 1091, loss: 2.2350, current_lr: 0.000225
step 1092, loss: 2.0508, current_lr: 0.000225
step 1093, loss: 2.1785, current_lr: 0.000226
